date,platform,spend,impressions,clicks
2023-09-28,Яндекс.Директ,61557,123114,2502
2025-03-20,ВКонтакте,73264,219792,7086
2025-01-22,Яндекс.Директ,85965,171930,8578
2024-10-27,Яндекс.Директ,13417,26834,1334
2023-02-22,Google Ads,94835,284505,4574
2024-02-24,Поиск (organic),89431,89431,2310
2023-12-02,Google Ads,40479,121437,5275
2025-02-10,Google Ads,27446,54892,1580
2024-07-30,Google Ads,98458,196916,5791
2023-03-28,Email-рассылка,42960,128880,6016
2023-10-24,Поиск (organic),3127,6254,197
2024-08-23,Google Ads,74686,224058,9426
2024-11-30,Поиск (organic),98356,196712,6767
2024-01-07,Email-рассылка,67412,67412,1547
2024-03-12,Google Ads,17725,17725,625
2023-03-13,Поиск (organic),20988,62964,1752
2023-07-22,Email-рассылка,36680,110040,2425
2024-05-16,ВКонтакте,56982,113964,3686
2023-09-23,Google Ads,51194,51194,1405
2024-02-07,Google Ads,95038,190076,3584
2025-02-12,Поиск (organic),31366,94098,1098
2024-07-04,ВКонтакте,12183,24366,1155
2023-06-29,ВКонтакте,86040,86040,4023
2024-08-23,Поиск (organic),25589,25589,1215
2023-07-18,Email-рассылка,89428,268284,6186
2023-02-11,ВКонтакте,40452,121356,5214
2023-01-19,Google Ads,31766,95298,1519
2023-03-29,Яндекс.Директ,81838,81838,2918
2024-11-26,Google Ads,59965,119930,4638
2023-03-30,ВКонтакте,53049,106098,4720
2023-06-21,Email-рассылка,27324,27324,528
2024-09-22,Яндекс.Директ,47244,141732,4834
2025-01-31,Поиск (organic),59911,179733,8234
2024-03-17,Яндекс.Директ,53679,161037,7555
2024-04-16,ВКонтакте,30291,90873,2240
2023-11-17,Яндекс.Директ,96193,288579,10710
2024-04-30,ВКонтакте,46759,93518,1996
2023-09-20,Яндекс.Директ,47667,95334,4307
2024-08-18,ВКонтакте,33139,66278,2030
2023-04-23,ВКонтакте,12413,37239,1854
2024-05-01,Email-рассылка,55938,55938,1736
2023-12-09,ВКонтакте,19410,58230,840
2023-12-23,Google Ads,86940,260820,7573
2023-08-06,Яндекс.Директ,1957,3914,156
2024-08-23,Яндекс.Директ,14777,44331,530
2023-12-21,Яндекс.Директ,37804,75608,1148
2023-10-08,Email-рассылка,2175,6525,158
2024-04-10,ВКонтакте,94210,188420,2830
2023-01-25,ВКонтакте,13628,27256,834
2023-02-07,Google Ads,1954,3908,195
2023-06-05,Email-рассылка,41212,41212,780
2023-01-16,Яндекс.Директ,1513,3026,48
2023-08-22,Яндекс.Директ,76453,229359,4659
2023-04-20,Поиск (organic),41040,41040,1949
2024-07-01,Google Ads,66075,66075,1954
2024-12-07,ВКонтакте,91543,183086,1964
2024-06-30,Email-рассылка,96893,193786,6743
2024-02-23,Поиск (organic),89283,89283,1773
2023-06-13,Google Ads,59644,119288,2251
2024-01-25,Яндекс.Директ,49151,98302,3655
2023-03-02,Email-рассылка,46214,46214,1463
2025-02-10,Email-рассылка,38041,76082,1677
2025-02-21,Яндекс.Директ,95138,190276,5597
2024-01-02,Google Ads,32619,65238,768
2023-06-27,Email-рассылка,32584,32584,1461
2024-06-28,Email-рассылка,7980,15960,536
2024-04-12,Яндекс.Директ,59957,59957,1314
2023-12-02,Яндекс.Директ,27080,81240,3316
2024-12-11,Google Ads,2583,7749,281
2024-08-18,ВКонтакте,28782,57564,737
2023-04-22,Google Ads,33937,33937,517
2024-08-26,Яндекс.Директ,2379,7137,123
2024-01-09,Email-рассылка,94703,284109,6242
2025-02-17,Email-рассылка,71417,214251,7256
2024-06-13,ВКонтакте,18721,37442,1530
2023-07-15,Поиск (organic),2636,7908,342
2023-10-07,ВКонтакте,36821,110463,1398
2023-01-24,Поиск (organic),86477,259431,8977
2025-01-11,Поиск (organic),63768,127536,5100
2023-02-08,Email-рассылка,26097,26097,400
2024-02-17,ВКонтакте,2136,4272,158
2023-07-29,Email-рассылка,2993,2993,127
2025-03-08,ВКонтакте,63355,190065,6898
2023-12-19,ВКонтакте,95334,286002,13870
2024-07-25,ВКонтакте,55433,110866,1761
2023-10-25,Email-рассылка,51179,102358,4537
2024-04-11,Яндекс.Директ,51345,102690,3771
2024-04-25,Яндекс.Директ,48977,97954,1916
2023-06-21,Яндекс.Директ,34526,103578,3747
2023-11-16,Google Ads,4091,8182,106
2025-02-10,Поиск (organic),12838,12838,371
2024-04-02,ВКонтакте,81451,162902,5355
2024-01-14,Яндекс.Директ,80585,241755,11653
2024-02-10,Email-рассылка,8430,8430,152
2025-03-30,Поиск (organic),97371,292113,9010
2024-02-15,Поиск (organic),30110,60220,2670
2024-12-12,ВКонтакте,25854,77562,1271
2023-01-08,Яндекс.Директ,60717,60717,1389
2024-07-27,Яндекс.Директ,44804,44804,548
2023-11-26,Яндекс.Директ,45131,135393,1479
2024-07-06,Яндекс.Директ,55963,111926,2772
2023-07-07,Google Ads,94238,282714,13574
2025-02-28,Email-рассылка,34635,103905,3080
2024-04-21,Яндекс.Директ,94739,189478,9152
2023-09-17,Google Ads,3404,10212,109
2024-07-18,Поиск (organic),73286,73286,1918
2024-03-05,Google Ads,82661,247983,2633
2024-09-11,Email-рассылка,27617,82851,2533
2025-01-08,Email-рассылка,16833,50499,959
2024-03-11,Поиск (organic),9113,27339,934
2023-07-17,ВКонтакте,55762,167286,1689
2023-06-17,Google Ads,86367,172734,7295
2024-06-20,Яндекс.Директ,58792,176376,6790
2024-06-29,Яндекс.Директ,31936,31936,949
2024-09-27,Google Ads,43286,129858,4075
2023-06-08,Google Ads,17300,34600,983
2024-11-19,ВКонтакте,21509,43018,1758
2023-01-24,Email-рассылка,91432,274296,3807
2024-06-28,ВКонтакте,62492,187476,1964
2025-02-01,Поиск (organic),9360,18720,668
2023-05-23,Google Ads,35744,71488,3017
2024-01-16,Яндекс.Директ,4725,14175,679
2023-07-18,ВКонтакте,7768,7768,339
2024-07-15,Google Ads,99799,299397,13470
2023-06-09,Google Ads,41763,125289,3074
2023-05-07,Поиск (organic),84917,169834,5062
2023-01-10,Яндекс.Директ,84277,252831,9277
2023-06-27,Google Ads,7125,21375,481
2024-02-03,Email-рассылка,45451,136353,1555
2023-03-15,Яндекс.Директ,19766,19766,884
2024-04-18,Google Ads,74615,74615,2856
2023-07-07,Поиск (organic),69366,69366,3009
2023-08-26,Поиск (organic),55956,167868,5761
2023-09-02,Email-рассылка,90879,181758,6647
2023-06-24,Яндекс.Директ,20152,20152,955
2023-04-02,ВКонтакте,64165,64165,1716
2023-01-21,Яндекс.Директ,30982,92946,2316
2025-03-10,Email-рассылка,30493,91479,4154
2024-11-12,Яндекс.Директ,55063,165189,2356
2023-06-23,Google Ads,61788,185364,8103
2024-02-08,Email-рассылка,1987,1987,59
2023-04-01,Поиск (organic),28068,56136,569
2024-08-08,Поиск (organic),3641,10923,393
2024-05-01,Google Ads,85573,256719,10562
2023-07-19,Google Ads,72731,145462,2724
2023-11-16,Поиск (organic),25782,25782,1026
2023-07-22,ВКонтакте,27376,54752,1626
2024-12-06,ВКонтакте,31852,31852,1264
2023-10-01,Email-рассылка,82212,82212,2695
2024-10-16,Яндекс.Директ,18815,56445,1745
2024-02-17,Google Ads,19294,19294,615
2025-01-17,Google Ads,87754,87754,2390
2025-03-25,Email-рассылка,64638,129276,5877
2025-03-25,Google Ads,76531,153062,6064
2023-07-22,ВКонтакте,47703,95406,3778
2023-01-01,Email-рассылка,26919,80757,3404
2024-01-14,Яндекс.Директ,50657,101314,2742
2024-06-27,ВКонтакте,11816,23632,683
2023-03-06,ВКонтакте,11622,23244,1120
2024-08-13,Google Ads,34453,68906,2148
2023-07-17,Google Ads,91751,275253,11257
2024-02-11,Поиск (organic),7811,23433,508
2024-06-07,Поиск (organic),30262,90786,4036
2024-01-14,Email-рассылка,87424,262272,4693
2023-11-08,Google Ads,17992,53976,862
2023-11-27,ВКонтакте,92609,185218,9093
2024-10-16,Email-рассылка,94201,188402,4812
2024-03-27,Поиск (organic),66991,133982,3384
2023-05-04,ВКонтакте,10076,30228,977
2024-10-11,Яндекс.Директ,2723,2723,90
2024-08-22,Email-рассылка,32731,65462,2650
2023-05-25,ВКонтакте,23407,23407,1003
2024-07-17,Поиск (organic),88707,88707,1158
2024-02-19,Поиск (organic),3285,3285,149
2024-05-11,Поиск (organic),68726,137452,5472
2024-02-25,Google Ads,63719,191157,7091
2023-01-11,Поиск (organic),18693,56079,2468
2024-04-27,Поиск (organic),21301,63903,2387
2023-03-18,Email-рассылка,13647,27294,829
2024-08-20,Google Ads,97267,291801,9088
2023-06-13,Google Ads,62284,62284,1136
2023-01-12,Email-рассылка,55228,165684,3579
2024-07-09,Яндекс.Директ,19654,39308,1358
2023-02-24,Email-рассылка,25942,77826,2930
2024-09-01,Поиск (organic),7829,7829,162
2024-10-31,Email-рассылка,60345,60345,635
2023-07-16,Google Ads,98003,196006,2455
2023-07-13,Email-рассылка,99132,297396,9953
2024-02-01,Поиск (organic),80657,161314,2841
2024-06-03,ВКонтакте,44394,44394,1222
2023-07-29,Яндекс.Директ,26611,53222,2572
2023-11-13,Google Ads,1091,3273,136
2023-03-05,Яндекс.Директ,97780,195560,4940
2024-04-20,Поиск (organic),1219,1219,25
2024-06-09,Google Ads,92109,276327,13294
2024-04-29,Яндекс.Директ,86290,258870,7408
2024-11-14,ВКонтакте,72809,72809,928
2025-03-16,Поиск (organic),14588,14588,498
2024-12-23,Email-рассылка,77975,77975,3607
2023-05-28,Яндекс.Директ,66994,66994,1541
2023-06-04,Google Ads,99132,297396,4510
2023-08-28,Email-рассылка,52070,156210,5701
2025-03-24,Email-рассылка,49740,149220,3583
2023-05-29,Email-рассылка,3751,7502,264
2023-11-20,Поиск (organic),51740,103480,3273
2023-01-21,Поиск (organic),76270,76270,1015
2024-04-21,Email-рассылка,51788,51788,2096
2023-08-24,ВКонтакте,44686,134058,2239
2024-06-12,Поиск (organic),23301,23301,964
2023-08-10,Google Ads,75902,227706,3411
2023-08-02,Яндекс.Директ,83378,250134,8463
2024-09-26,ВКонтакте,68504,205512,4064
2024-03-18,Яндекс.Директ,26341,79023,2887
2024-09-22,Google Ads,69600,69600,1061
2024-10-30,Google Ads,86946,173892,4379
2025-03-20,Email-рассылка,98661,197322,8826
2024-05-24,ВКонтакте,74924,149848,2988
2025-02-10,Google Ads,21158,63474,2770
2023-01-14,Google Ads,33035,33035,988
2024-12-31,Поиск (organic),22728,45456,1691
2024-01-01,Email-рассылка,77065,154130,3630
2024-03-02,Email-рассылка,98095,98095,3636
2024-07-30,Яндекс.Директ,11086,11086,301
2023-01-24,Google Ads,6168,12336,573
2023-07-10,Google Ads,43126,86252,2765
2023-07-10,ВКонтакте,45512,91024,2449
2023-05-08,Google Ads,22374,44748,642
2023-10-04,Поиск (organic),65959,65959,1481
2024-11-23,Google Ads,14555,29110,986
2024-03-13,Яндекс.Директ,22608,67824,2400
2024-06-01,ВКонтакте,33295,66590,785
2024-12-24,Поиск (organic),71583,143166,3539
2024-03-22,ВКонтакте,60503,121006,5693
2024-04-08,ВКонтакте,96654,96654,4395
2023-10-04,ВКонтакте,70504,141008,6091
2023-02-18,ВКонтакте,9413,18826,607
2023-05-26,Поиск (organic),72260,72260,1555
2024-02-14,Поиск (organic),69637,208911,8276
2024-11-23,Яндекс.Директ,36287,72574,1364
2024-06-02,Яндекс.Директ,26367,52734,800
2024-08-20,Яндекс.Директ,94060,188120,6732
2024-03-29,ВКонтакте,3140,6280,211
2023-03-30,Яндекс.Директ,60428,60428,1889
2025-01-26,Email-рассылка,37407,37407,624
2024-01-01,Google Ads,69467,69467,2176
2024-11-23,Яндекс.Директ,76078,228234,10262
2025-01-20,Email-рассылка,7684,23052,1036
2023-09-15,Поиск (organic),5323,15969,739
2024-10-06,Google Ads,72734,218202,9174
2023-10-03,Поиск (organic),74627,149254,5662
2023-05-09,ВКонтакте,83742,83742,2055
2023-12-09,Яндекс.Директ,98360,98360,3254
2024-11-03,Google Ads,86676,86676,3125
2024-07-05,Яндекс.Директ,30429,60858,1954
2023-05-17,Поиск (organic),66833,133666,4809
2023-12-29,ВКонтакте,90702,181404,2631
2023-10-21,ВКонтакте,74610,74610,1405
2024-04-15,Яндекс.Директ,37977,75954,2931
2023-04-23,Email-рассылка,87841,263523,12862
2023-07-19,Поиск (organic),34899,104697,3638
2023-10-22,Яндекс.Директ,32887,65774,1252
2023-09-04,Поиск (organic),87464,87464,3551
2025-02-05,Email-рассылка,41322,123966,1669
2024-06-05,ВКонтакте,11793,11793,465
2024-05-02,Google Ads,19429,58287,1641
2024-05-14,Яндекс.Директ,59773,119546,5519
2023-01-24,Яндекс.Директ,88593,88593,1484
2024-03-13,Email-рассылка,11353,34059,1484
2024-07-18,Поиск (organic),57278,171834,6409
2024-02-10,ВКонтакте,62722,62722,796
2024-03-06,ВКонтакте,49713,149139,3322
2023-11-20,Google Ads,59814,119628,4735
2024-11-04,Google Ads,77026,231078,4721
2024-08-05,Email-рассылка,97374,97374,1324
2023-08-27,Email-рассылка,57501,115002,4398
2023-09-07,Google Ads,18287,54861,2216
2023-07-02,Email-рассылка,4313,4313,98
2023-06-22,Email-рассылка,38812,77624,1580
2024-05-01,Яндекс.Директ,78205,234615,6692
2024-08-28,ВКонтакте,14422,28844,533
2024-08-08,Поиск (organic),13690,27380,937
2024-01-21,Поиск (organic),37107,111321,5227
2023-07-22,Яндекс.Директ,58226,174678,1762
2024-11-19,Google Ads,44269,132807,2553
2024-08-23,ВКонтакте,31043,62086,2600
2023-12-04,Поиск (organic),18451,18451,238
2023-08-11,Email-рассылка,6760,6760,249
2023-04-11,Google Ads,31379,62758,737
2024-08-25,Поиск (organic),24927,49854,2223
2024-12-11,Поиск (organic),83745,83745,1114
2024-02-10,ВКонтакте,96779,290337,14289
2024-11-06,Email-рассылка,75523,226569,6505
2023-07-21,Email-рассылка,23506,47012,1365
2024-12-07,ВКонтакте,84783,84783,1981
2025-03-05,Поиск (organic),58163,116326,5719
2024-03-20,Email-рассылка,51508,103016,1423
2025-01-02,Яндекс.Директ,21983,43966,1271
2023-09-24,ВКонтакте,55516,55516,1041
2024-11-04,Поиск (organic),91594,183188,8769
2023-12-12,Поиск (organic),86355,172710,6137
2023-09-25,Google Ads,41897,125691,4038
2023-01-11,Email-рассылка,50615,50615,601
2024-09-10,Email-рассылка,85306,255918,11115
2023-07-30,Поиск (organic),70262,140524,6666
2025-01-25,Яндекс.Директ,38349,76698,1669
2024-01-05,Email-рассылка,92657,277971,12645
2024-02-07,ВКонтакте,59308,177924,8329
2023-11-13,ВКонтакте,45970,91940,3057
2024-10-11,Google Ads,95114,190228,8317
2023-11-06,ВКонтакте,15640,15640,657
2023-03-13,Email-рассылка,59219,59219,1062
2023-10-20,Яндекс.Директ,48676,48676,1454
2024-01-03,Email-рассылка,14016,28032,332
2024-03-18,Email-рассылка,87806,263418,13155
2023-06-22,Google Ads,82937,82937,3094
2025-03-07,Email-рассылка,50063,100126,4903
2023-01-23,Email-рассылка,11796,35388,1153
2023-11-20,Google Ads,61186,61186,792
2024-09-11,Google Ads,85846,171692,3326
2023-07-04,Google Ads,90945,272835,9122
2023-02-09,Поиск (organic),22652,22652,819
2023-04-19,Google Ads,90682,90682,2457
2024-12-25,Яндекс.Директ,89981,179962,3754
2024-03-22,Email-рассылка,73639,220917,9764
2025-01-31,ВКонтакте,20063,60189,2037
2023-04-08,Яндекс.Директ,9765,9765,191
2024-11-26,ВКонтакте,68321,68321,2508
2023-06-23,Email-рассылка,13228,26456,376
2023-09-26,Яндекс.Директ,1886,3772,164
2023-07-11,Email-рассылка,28521,85563,1715
2023-09-16,Google Ads,92583,277749,6976
2023-04-09,Google Ads,85019,255057,9719
2024-11-07,Google Ads,10010,10010,472
2024-04-07,Email-рассылка,81684,163368,7677
2023-05-27,Google Ads,17124,34248,425
2023-10-07,Поиск (organic),19714,59142,2162
2024-06-19,Поиск (organic),35639,35639,1714
2023-12-16,Email-рассылка,30230,90690,1930
2025-01-17,Email-рассылка,9357,18714,306
2023-04-17,ВКонтакте,77284,154568,6567
2023-05-06,Google Ads,76609,153218,5648
2023-01-07,Яндекс.Директ,55725,111450,3661
2025-01-15,Google Ads,66400,199200,8125
2024-12-24,Поиск (organic),29373,88119,1893
2023-08-08,ВКонтакте,81251,81251,3719
2024-02-04,Яндекс.Директ,15434,46302,2136
2024-08-31,Поиск (organic),54493,108986,4786
2023-01-29,Поиск (organic),16045,16045,274
2023-10-15,Яндекс.Директ,50072,50072,1463
2025-01-24,Email-рассылка,66563,199689,6815
2023-10-27,ВКонтакте,65414,130828,4354
